Global Unit,Organizational Unit,Date,Company,MHW (C + NC),MHW ( C ),# Employees (C+NC),# Employees (C)
Logistics and Site Services Management,Logistics and Site Services Management,2019-09-01,Company,12344.75,12344.75,68.0,68.0
Internal Protection Management,Internal Protection Management,2019-09-01,Company,1585.5,1585.5,8.0,8.0
Vice Presidency of Operational Excellence,Operational Excellence Management 1,2019-09-01,Company,798.0,798.0,4.0,4.0
Vice Presidency of Community Relations,Social Studies Department,2019-09-01,Company,399.0,399.0,2.0,2.0
SHE Vice Presidency,Environment Management,2019-09-01,Contractors,18480.0,18480.0,126.0,126.0
Vice Presidency of Corporate Affairs,Regional Public Affairs Management,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Community Relations,Social Development Management,2019-09-01,Company,210.0,210.0,1.0,1.0
Vice Presidency of Supply,"Planning Management, Inventory. and Warehouses",2019-09-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Supply,"Planning Management, Inventory. and Warehouses",2019-09-01,Company,4209.0,4209.0,26.0,26.0
Vice Presidency of Community Relations,Social Studies Department,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Corporate Affairs,Public Affairs Management,2019-09-01,Company,378.0,378.0,2.0,2.0
Vice Presidency of Corporate Affairs,Public Affairs Management,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Legal Affairs,Vice Presidency of Legal Affairs,2019-09-01,Company,945.0,945.0,5.0,5.0
Vice Presidency of Legal Affairs,Vice Presidency of Legal Affairs,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Operational Excellence,Operational Excellence Management 1,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Operational Excellence,Operational Excellence Management 2,2019-09-01,Company,2310.0,2310.0,12.0,12.0
General Management Operations Las Bambas,Operations General Management,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Human Resources,Vice Presidency of Human Resources,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Vice President of Projects,Pit3 Management,2019-09-01,Company,588.0,588.0,3.0,3.0
Vice Presidency of Legal Affairs,Management of Mining Legal Affairs,2019-09-01,Company,1093.5,1093.5,6.0,6.0
Vice Presidency of Operational Excellence,Operational Excellence Management 2,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Logistics and Site Services Management,Logistics and Site Services Management,2019-09-01,Contractors,471970.0,166834.2,2431.0,911.0
Vice President of Projects,Project Management - 3rd Ball Mill,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Vice President of Projects,Project Management - 3rd Ball Mill,2019-09-01,Company,798.0,798.0,4.0,4.0
Vice Presidency of Corporate Affairs,Communications Management,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Corporate Affairs,Communications Management,2019-09-01,Company,2614.5,2614.5,15.0,15.0
Development Vice Presidency,Studies Management,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Community Relations,Vice Presidency of Community Relations,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Vice President of Projects,Vice President of Projects,2019-09-01,Contractors,319149.0,319149.0,1797.0,1797.0
Development Vice Presidency,Studies Management,2019-09-01,Company,1656.0,1656.0,9.0,9.0
Global Business Services & Technology,Technology,2019-09-01,Company,3573.0,3573.0,21.0,21.0
Global Business Services & Technology,Technology,2019-09-01,Contractors,3030.0,3030.0,18.0,18.0
Vice Presidency of Legal Affairs,Management of Mining Legal Affairs,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Internal Protection Management,Internal Protection Management,2019-09-01,Contractors,61398.0,61398.0,262.0,262.0
Commercial Vice Presidency,Business Evaluation Management,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Operational Excellence,Operational Excellence Management 3,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Global Business Services & Technology,Global Business Services,2019-09-01,Contractors,1080.0,1080.0,6.0,6.0
Development Vice Presidency,Environmental Permits Management,2019-09-01,Company,1273.5,1273.5,7.0,7.0
Development Vice Presidency,Regional Management of Technical Services,2019-09-01,Company,3177.0,3177.0,18.0,18.0
Vice President of Projects,Project Construction Management,2019-09-01,Company,2646.0,2646.0,14.0,14.0
Vice President of Projects,Project Construction Management,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Development Vice Presidency,Environmental Permits Management,2019-09-01,Contractors,3356.0,3356.0,40.0,40.0
Development Vice Presidency,Regional Management of Technical Services,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Human Resources,Vice Presidency of Human Resources,2019-09-01,Company,540.0,540.0,3.0,3.0
Vice President of Projects,TSF Project Management,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Vice President of Projects,TSF Project Management,2019-09-01,Company,787.5,787.5,4.0,4.0
Commercial Vice Presidency,Business Evaluation Management,2019-09-01,Company,378.0,378.0,2.0,2.0
SHE Vice Presidency,SHE Vice Presidency,2019-09-01,Company,198.0,198.0,2.0,2.0
Vice Presidency of Human Resources,Human Resources Management,2019-09-01,Contractors,315.0,315.0,2.0,2.0
General Management Operations Las Bambas,Operations General Management,2019-09-01,Company,903.0,903.0,5.0,5.0
Development Vice Presidency,Engineering Management,2019-09-01,Contractors,74772.0,5929.0,364.0,30.0
Development Vice Presidency,Engineering Management,2019-09-01,Company,210.0,210.0,1.0,1.0
Operations Vice Presidency,Operations Vice Presidency,2019-09-01,Company,378.0,378.0,2.0,2.0
Vice Presidency of Human Resources,Development and Training Management,2019-09-01,Company,1794.0,1794.0,11.0,11.0
SHE Vice Presidency,Health and Safety Management,2019-09-01,Company,5512.5,5512.5,31.0,31.0
SHE Vice Presidency,Health and Safety Management,2019-09-01,Contractors,800.0,800.0,4.0,4.0
Vice Presidency of Operational Excellence,Vice Presidency of Operational Excellence,2019-09-01,Company,210.0,210.0,1.0,1.0
Vice Presidency of Operational Excellence,Vice Presidency of Operational Excellence,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Commercial Vice Presidency,Comptroller and Risk Management,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Commercial Vice Presidency,Tax Management,2019-09-01,Company,756.0,756.0,5.0,5.0
Vice Presidency of Supply,Contracting Management,2019-09-01,Company,2799.0,2799.0,16.0,16.0
Vice Presidency of Community Relations,South Zone Community Relations Management,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Supply,Contracting Management,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Human Resources,Development and Training Management,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Community Relations,South Zone Community Relations Management,2019-09-01,Company,5628.0,5628.0,30.0,30.0
Operations Vice Presidency,Technical Services Management,2019-09-01,Contractors,6888.0,6888.0,30.0,30.0
Operations Vice Presidency,Technical Services Management,2019-09-01,Company,15882.5,15882.5,89.0,89.0
Commercial Vice Presidency,Comptroller and Risk Management,2019-09-01,Company,762.0,762.0,4.0,4.0
Development Vice Presidency,Resources Development Management,2019-09-01,Contractors,6048.0,6048.0,26.0,26.0
Vice Presidency of Community Relations,Community Relations Management Site,2019-09-01,Company,10522.25,10522.25,57.0,57.0
Vice Presidency of Community Relations,Community Relations Management Site,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Human Resources,Human Resources Management,2019-09-01,Company,2637.0,2637.0,14.0,14.0
Vice President of Projects,Project Implementation Management,2019-09-01,Company,1008.0,1008.0,5.0,5.0
Vice President of Projects,Project Implementation Management,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Supply,Procurement Management - Projects,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Supply,Vice Presidency of Supply,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Corporate Affairs,Vice Presidency of Corporate Affairs,2019-09-01,Company,756.0,756.0,4.0,4.0
Development Vice Presidency,Resources Development Management,2019-09-01,Company,5842.5,5842.5,32.0,32.0
Development Vice Presidency,Project Services Management,2019-09-01,Company,4800.0,4800.0,26.0,26.0
Development Vice Presidency,Project Services Management,2019-09-01,Contractors,9316.0,9316.0,189.0,189.0
Group Explorations Management,Group Explorations Management,2019-09-01,Company,588.0,588.0,3.0,3.0
Group Explorations Management,Group Explorations Management,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Operations Vice Presidency,Mine Operations Management,2019-09-01,Contractors,103323.0,101379.0,515.0,503.0
Operations Vice Presidency,Mine Operations Management,2019-09-01,Company,144111.0,144111.0,858.0,858.0
Development Vice Presidency,Pit3 Management,2019-09-01,Company,1089.0,1089.0,6.0,6.0
Vice Presidency of Supply,Procurement Management - Projects,2019-09-01,Company,378.0,378.0,2.0,2.0
SHE Vice Presidency,SHE Vice Presidency,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Operations Vice Presidency,Operations Vice Presidency,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Operations Vice Presidency,maintenance management,2019-09-01,Contractors,169818.0,165690.0,1171.0,1153.0
Commercial Vice Presidency,Commercial Vice Presidency,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Commercial Vice Presidency,Commercial Vice Presidency,2019-09-01,Company,189.0,189.0,1.0,1.0
Las Bambas Presidency,Executive Office,2019-09-01,Company,585.0,585.0,3.0,3.0
Vice Presidency of Operational Excellence,Operational Excellence Management 3,2019-09-01,Company,378.0,378.0,2.0,2.0
Development Vice Presidency,Pit3 Management,2019-09-01,Contractors,48.0,48.0,3.0,3.0
Las Bambas Presidency,Executive Office,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Supply,Vice Presidency of Supply,2019-09-01,Company,567.0,567.0,3.0,3.0
Vice Presidency of Corporate Affairs,Vice Presidency of Corporate Affairs,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Legal Affairs,Land Acquisition and Resettlement Management,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Development Vice Presidency,Service Management and Project Support,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Development Vice Presidency,Service Management and Project Support,2019-09-01,Company,798.0,798.0,4.0,4.0
Commercial Vice Presidency,Tax Management,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Commercial Vice Presidency,finance management,2019-09-01,Contractors,0.0,0.0,0.0,0.0
Commercial Vice Presidency,finance management,2019-09-01,Company,1512.0,1512.0,8.0,8.0
Vice Presidency of Corporate Affairs,Regional Public Affairs Management,2019-09-01,Company,1101.0,1101.0,6.0,6.0
Operations Vice Presidency,maintenance management,2019-09-01,Company,64478.0,64478.0,384.0,384.0
Vice Presidency of Legal Affairs,Land Acquisition and Resettlement Management,2019-09-01,Company,1428.0,1428.0,7.0,7.0
Commercial Vice Presidency,Business Evaluation Management,2019-10-01,Company,414.0,414.0,2.0,2.0
Commercial Vice Presidency,Business Evaluation Management,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Commercial Vice Presidency,Tax Management,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Community Relations,Social Studies Department,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Logistics and Site Services Management,Logistics and Site Services Management,2019-10-01,Contractors,304904.0,100507.6,448.0,502.0
Development Vice Presidency,Engineering Management,2019-10-01,Company,2047.5,2047.5,10.0,10.0
Development Vice Presidency,Engineering Management,2019-10-01,Contractors,74068.0,28407.0,431.0,156.0
Logistics and Site Services Management,Logistics and Site Services Management,2019-10-01,Company,10967.25,10967.25,70.0,70.0
Vice President of Projects,Project Implementation Management,2019-10-01,Contractors,185360.5,185360.5,1330.0,1330.0
Development Vice Presidency,Studies Management,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Community Relations,Social Studies Department,2019-10-01,Company,399.0,399.0,2.0,2.0
Vice President of Projects,Project Implementation Management,2019-10-01,Company,1092.0,1092.0,5.0,5.0
Vice Presidency of Operational Excellence,Operational Excellence Management 3,2019-10-01,Company,351.0,351.0,2.0,2.0
Commercial Vice Presidency,finance management,2019-10-01,Company,1431.0,1431.0,8.0,8.0
Vice Presidency of Operational Excellence,Operational Excellence Management 1,2019-10-01,Company,696.0,696.0,4.0,4.0
Vice Presidency of Operational Excellence,Operational Excellence Management 1,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Operational Excellence,Operational Excellence Management 3,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Development Vice Presidency,Resources Development Management,2019-10-01,Contractors,77477.25,77477.25,382.0,382.0
Vice Presidency of Community Relations,Social Development Management,2019-10-01,Company,231.0,231.0,1.0,1.0
Vice President of Projects,TSF Project Management,2019-10-01,Company,693.0,693.0,4.0,4.0
Development Vice Presidency,Environmental Permits Management,2019-10-01,Company,1402.5,1402.5,7.0,7.0
Vice Presidency of Legal Affairs,Management of Mining Legal Affairs,2019-10-01,Company,823.5,823.5,5.0,5.0
Vice President of Projects,Project Management of Mines and Others,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Development Vice Presidency,Studies Management,2019-10-01,Company,1800.0,1800.0,9.0,9.0
Vice President of Projects,Project Management of Mines and Others,2019-10-01,Company,514.5,514.5,3.0,3.0
Commercial Vice Presidency,finance management,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Operations Vice Presidency,maintenance management,2019-10-01,Company,60724.805,60724.805,384.0,384.0
Vice Presidency of Community Relations,South Zone Community Relations Management,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Legal Affairs,Land Acquisition and Resettlement Management,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Legal Affairs,Management of Mining Legal Affairs,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Las Bambas Presidency,Executive Office,2019-10-01,Company,751.5,751.5,4.0,4.0
Las Bambas Presidency,Executive Office,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Community Relations,Community Relations Management Site,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Community Relations,Community Relations Management Site,2019-10-01,Company,9699.75,9699.75,56.0,56.0
Vice Presidency of Legal Affairs,Land Acquisition and Resettlement Management,2019-10-01,Company,1344.0,1344.0,7.0,7.0
Development Vice Presidency,Regional Management of Technical Services,2019-10-01,Company,3510.0,3510.0,18.0,18.0
Operations Vice Presidency,Technical Services Management,2019-10-01,Contractors,8960.0,8960.0,46.0,46.0
Operations Vice Presidency,Technical Services Management,2019-10-01,Company,15080.5,15080.5,89.0,89.0
Development Vice Presidency,Regional Management of Technical Services,2019-10-01,Contractors,0.0,0.0,0.0,0.0
General Management Operations Las Bambas,Operations General Management,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Human Resources,Human Resources Management,2019-10-01,Company,2040.0,2040.0,13.0,13.0
Operations Vice Presidency,maintenance management,2019-10-01,Contractors,121052.0,121052.0,782.0,782.0
Vice Presidency of Human Resources,Human Resources Management,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Community Relations,South Zone Community Relations Management,2019-10-01,Company,5341.5,5341.5,30.0,30.0
SHE Vice Presidency,Health and Safety Management,2019-10-01,Contractors,10484.0,10484.0,58.0,4.0
SHE Vice Presidency,Health and Safety Management,2019-10-01,Company,5596.5,5596.5,31.0,31.0
Vice Presidency of Operational Excellence,Operational Excellence Management 2,2019-10-01,Company,2331.0,2331.0,12.0,12.0
Commercial Vice Presidency,Comptroller and Risk Management,2019-10-01,Company,682.5,682.5,4.0,4.0
Vice President of Projects,TSF Project Management,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Development Vice Presidency,Resources Development Management,2019-10-01,Company,6239.25,6239.25,32.0,32.0
Operations Vice Presidency,Mine Operations Management,2019-10-01,Contractors,50683.73,47107.729999999996,367.0,367.0
Operations Vice Presidency,Mine Operations Management,2019-10-01,Company,136430.5,136430.5,858.0,858.0
SHE Vice Presidency,Environment Management,2019-10-01,Contractors,21496.0,21496.0,129.0,129.0
SHE Vice Presidency,Environment Management,2019-10-01,Company,3139.5,3139.5,16.0,16.0
Vice Presidency of Human Resources,Development and Training Management,2019-10-01,Company,1839.0,1839.0,11.0,11.0
General Management Operations Las Bambas,Operations General Management,2019-10-01,Company,1104.0,1104.0,5.0,5.0
Vice Presidency of Corporate Affairs,Public Affairs Management,2019-10-01,Company,369.0,369.0,2.0,2.0
Vice Presidency of Human Resources,Development and Training Management,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Vice President of Projects,Project Management - 3rd Ball Mill,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Development Vice Presidency,Project Services Management,2019-10-01,Company,135.0,135.0,1.0,1.0
Development Vice Presidency,Project Services Management,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Commercial Vice Presidency,Commercial Vice Presidency,2019-10-01,Company,189.0,189.0,1.0,1.0
Commercial Vice Presidency,Commercial Vice Presidency,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Development Vice Presidency,Development Vice Presidency,2019-10-01,Company,531.0,531.0,3.0,3.0
Development Vice Presidency,Development Vice Presidency,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Vice President of Projects,Vice President of Projects,2019-10-01,Company,231.0,231.0,1.0,1.0
Vice President of Projects,Vice President of Projects,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Global Business Services & Technology,Global Business Services,2019-10-01,Contractors,4497.0,3048.0,23.0,16.0
Global Business Services & Technology,Global Business Services,2019-10-01,Company,4464.0,4464.0,23.0,23.0
Development Vice Presidency,Service Management and Project Support,2019-10-01,Company,3876.0,3876.0,20.0,20.0
Development Vice Presidency,Service Management and Project Support,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Supply,Vice Presidency of Supply,2019-10-01,Company,576.0,576.0,3.0,3.0
Vice President of Projects,Project Construction Management,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Operations Vice Presidency,Operations Vice Presidency,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Corporate Affairs,Vice Presidency of Corporate Affairs,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Operations Vice Presidency,Operations Vice Presidency,2019-10-01,Company,304.5,304.5,2.0,2.0
Vice Presidency of Legal Affairs,Vice Presidency of Legal Affairs,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Global Business Services & Technology,Technology,2019-10-01,Company,3562.5,3562.5,20.0,20.0
Vice Presidency of Human Resources,Vice Presidency of Human Resources,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Human Resources,Vice Presidency of Human Resources,2019-10-01,Company,783.0,783.0,4.0,4.0
Vice Presidency of Operational Excellence,Vice Presidency of Operational Excellence,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Operational Excellence,Vice Presidency of Operational Excellence,2019-10-01,Company,231.0,231.0,1.0,1.0
Global Business Services & Technology,Technology,2019-10-01,Contractors,3576.0,3576.0,18.0,18.0
Vice Presidency of Community Relations,Vice Presidency of Community Relations,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Community Relations,Vice Presidency of Community Relations,2019-10-01,Company,2089.5,2089.5,12.0,12.0
Vice President of Projects,Project Construction Management,2019-10-01,Company,2488.5,2488.5,14.0,14.0
Vice Presidency of Supply,Vice Presidency of Supply,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Corporate Affairs,Public Affairs Management,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Group Explorations Management,Group Explorations Management,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Vice President of Projects,Project Management - 3rd Ball Mill,2019-10-01,Company,868.5,868.5,4.0,4.0
Vice Presidency of Corporate Affairs,Regional Public Affairs Management,2019-10-01,Company,1119.0,1119.0,6.0,6.0
Vice Presidency of Corporate Affairs,Regional Public Affairs Management,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Internal Protection Management,Internal Protection Management,2019-10-01,Contractors,62647.0,62647.0,269.0,269.0
Internal Protection Management,Internal Protection Management,2019-10-01,Company,1680.0,1680.0,8.0,8.0
Vice Presidency of Corporate Affairs,Communications Management,2019-10-01,Company,2770.5,2770.5,15.0,15.0
Vice Presidency of Supply,Procurement Management - Projects,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Group Explorations Management,Group Explorations Management,2019-10-01,Company,610.5,610.5,3.0,3.0
Vice Presidency of Corporate Affairs,Communications Management,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Operations Vice Presidency,Concentrator Plant Management,2019-10-01,Contractors,6983.0,6048.0,18.0,12.0
Operations Vice Presidency,Concentrator Plant Management,2019-10-01,Company,40389.75,40389.75,235.0,235.0
Vice Presidency of Operational Excellence,Operational Excellence Management 2,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Supply,"Planning Management, Inventory. and Warehouses",2019-10-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Supply,Procurement Management - Projects,2019-10-01,Company,414.0,414.0,2.0,2.0
Commercial Vice Presidency,Comptroller and Risk Management,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Supply,"Planning Management, Inventory. and Warehouses",2019-10-01,Company,4467.25,4467.25,26.0,26.0
SHE Vice Presidency,SHE Vice Presidency,2019-10-01,Contractors,0.0,0.0,0.0,0.0
SHE Vice Presidency,SHE Vice Presidency,2019-10-01,Company,438.0,438.0,2.0,2.0
Vice Presidency of Corporate Affairs,Vice Presidency of Corporate Affairs,2019-10-01,Company,783.0,783.0,4.0,4.0
Development Vice Presidency,Pit3 Management,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Legal Affairs,Vice Presidency of Legal Affairs,2019-10-01,Company,864.0,864.0,5.0,5.0
Development Vice Presidency,Environmental Permits Management,2019-10-01,Contractors,1052.0,1052.0,24.0,24.0
Vice Presidency of Supply,Contracting Management,2019-10-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Supply,Contracting Management,2019-10-01,Company,3213.0,3213.0,16.0,16.0
Development Vice Presidency,Pit3 Management,2019-10-01,Company,1233.0,1233.0,6.0,6.0
Vice President of Projects,Pit3 Management,2019-10-01,Company,637.5,637.5,3.0,3.0
Commercial Vice Presidency,Tax Management,2019-10-01,Company,639.0,639.0,5.0,5.0
Vice Presidency of Corporate Affairs,Regional Public Affairs Management,2019-11-01,Company,1093.5,1093.5,6.0,6.0
Vice Presidency of Corporate Affairs,Regional Public Affairs Management,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Internal Protection Management,Internal Protection Management,2019-11-01,Company,1312.5,1312.5,7.0,7.0
Internal Protection Management,Internal Protection Management,2019-11-01,Contractors,63624.0,63624.0,276.0,276.0
Vice Presidency of Corporate Affairs,Public Affairs Management,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Vice President of Projects,Project Management of Mines and Others,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Corporate Affairs,Public Affairs Management,2019-11-01,Company,360.0,360.0,2.0,2.0
Vice Presidency of Human Resources,Vice Presidency of Human Resources,2019-11-01,Company,702.0,702.0,4.0,4.0
Vice Presidency of Legal Affairs,Land Acquisition and Resettlement Management,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Legal Affairs,Land Acquisition and Resettlement Management,2019-11-01,Company,1333.5,1333.5,7.0,7.0
Vice Presidency of Human Resources,Vice Presidency of Human Resources,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Development Vice Presidency,Service Management and Project Support,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Commercial Vice Presidency,Business Evaluation Management,2019-11-01,Company,378.0,378.0,2.0,2.0
Vice Presidency of Community Relations,Vice Presidency of Community Relations,2019-11-01,Company,2289.0,2289.0,12.0,12.0
Development Vice Presidency,Service Management and Project Support,2019-11-01,Company,3730.5,3730.5,20.0,20.0
Vice Presidency of Human Resources,Human Resources Management,2019-11-01,Company,2499.0,2499.0,13.0,13.0
Group Explorations Management,Group Explorations Management,2019-11-01,Company,528.0,528.0,3.0,3.0
Group Explorations Management,Group Explorations Management,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Human Resources,Human Resources Management,2019-11-01,Contractors,451.0,451.0,2.0,2.0
Vice Presidency of Corporate Affairs,Communications Management,2019-11-01,Company,2929.5,2929.5,15.0,15.0
Development Vice Presidency,Environmental Permits Management,2019-11-01,Company,1354.5,1354.5,7.0,7.0
Vice President of Projects,TSF Project Management,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Community Relations,Vice Presidency of Community Relations,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Development Vice Presidency,Development Vice Presidency,2019-11-01,Company,567.0,567.0,3.0,3.0
Commercial Vice Presidency,Business Evaluation Management,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Vice President of Projects,Project Management of Mines and Others,2019-11-01,Company,567.0,567.0,3.0,3.0
Vice Presidency of Supply,Procurement Management - Projects,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Vice President of Projects,Project Construction Management,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Supply,Contracting Management,2019-11-01,Company,3024.0,3024.0,16.0,16.0
Operations Vice Presidency,Operations Vice Presidency,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Las Bambas Presidency,Executive Office,2019-11-01,Company,924.4285714285714,924.4285714285714,5.0,5.0
Vice Presidency of Supply,"Planning Management, Inventory. and Warehouses",2019-11-01,Company,4604.0,4604.0,26.0,26.0
Vice President of Projects,Pit3 Management,2019-11-01,Company,588.0,588.0,3.0,3.0
Vice Presidency of Corporate Affairs,Communications Management,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Operations Vice Presidency,Concentrator Plant Management,2019-11-01,Contractors,8813.0,8813.0,50.0,50.0
Operations Vice Presidency,Concentrator Plant Management,2019-11-01,Company,39718.5,39718.5,235.0,235.0
Development Vice Presidency,Environmental Permits Management,2019-11-01,Contractors,12019.0,12019.0,90.0,90.0
Commercial Vice Presidency,Comptroller and Risk Management,2019-11-01,Company,679.5,679.5,4.0,4.0
Development Vice Presidency,Pit3 Management,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Development Vice Presidency,Regional Management of Technical Services,2019-11-01,Company,3006.0,3006.0,17.0,17.0
Development Vice Presidency,Pit3 Management,2019-11-01,Company,1080.0,1080.0,6.0,6.0
Development Vice Presidency,Regional Management of Technical Services,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Vice President of Projects,Vice President of Projects,2019-11-01,Contractors,155595.5,155595.5,839.0,839.0
Vice Presidency of Supply,"Planning Management, Inventory. and Warehouses",2019-11-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Supply,Contracting Management,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Operations Vice Presidency,Mine Operations Management,2019-11-01,Contractors,134640.32,132480.32,627.0,615.0
Vice Presidency of Supply,Procurement Management - Projects,2019-11-01,Company,378.0,378.0,2.0,2.0
Operations Vice Presidency,Operations Vice Presidency,2019-11-01,Company,357.0,357.0,2.0,2.0
Vice President of Projects,Project Construction Management,2019-11-01,Company,2614.5,2614.5,14.0,14.0
Vice Presidency of Legal Affairs,Management of Mining Legal Affairs,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Global Business Services & Technology,Global Business Services,2019-11-01,Contractors,1080.0,1080.0,5.0,5.0
Global Business Services & Technology,Global Business Services,2019-11-01,Company,3888.0,3888.0,23.0,23.0
Vice President of Projects,Project Management - 3rd Ball Mill,2019-11-01,Company,787.5,787.5,4.0,4.0
Vice President of Projects,Project Management - 3rd Ball Mill,2019-11-01,Contractors,220.0,220.0,5.0,5.0
Vice Presidency of Legal Affairs,Management of Mining Legal Affairs,2019-11-01,Company,882.0,882.0,5.0,5.0
Vice President of Projects,Vice President of Projects,2019-11-01,Company,199.5,199.5,1.0,1.0
